     9960.2499999953        -3.3815756094                  NaN
     9960.2499999953        -3.2724925252                  NaN
     9960.2499999953        -3.1634094411                  NaN
     9960.2499999953        -3.0543263569                  NaN
     9960.2499999953        -2.9452432727                  NaN
     9960.2499999953        -2.8361601885                  NaN
     9960.2499999953        -2.7270771044                  NaN
     9960.2499999953        -2.6179940202                  NaN
     9960.2499999953        -2.5089109360                  NaN
     9960.2499999953        -2.3998278518                  NaN
     9960.2499999953        -2.2907447677                  NaN
     9960.2499999953        -2.1816616835                  NaN
     9960.2499999953        -2.0725785993                  NaN
     9960.2499999953        -1.9634955151                  NaN
     9960.2499999953        -1.8544124310                  NaN
     9960.2499999953        -1.7453293468                  NaN
     9960.2499999953        -1.6362462626                  NaN
     9960.2499999953        -1.5271631784                  NaN
     9960.2499999953        -1.4180800943                  NaN
     9960.2499999953        -1.3089970101                  NaN
     9960.2499999953        -1.1999139259                  NaN
     9960.2499999953        -1.0908308417                  NaN
     9960.2499999953        -0.9817477576                  NaN
     9960.2499999953        -0.8726646734                  NaN
     9960.2499999953        -0.7635815892                  NaN
     9960.2499999953        -0.6544985050                  NaN
     9960.2499999953        -0.5454154209                  NaN
     9960.2499999953        -0.4363323367                  NaN
     9960.2499999953        -0.3272492525                  NaN
     9960.2499999953        -0.2181661683                  NaN
     9960.2499999953        -0.1090830842                  NaN
     9960.2499999953         0.0000000000                  NaN
     9960.2499999953         0.1090830842         0.0000100000
     9960.2499999953         0.2181661683         0.0000100000
     9960.2499999953         0.3272492525         0.0000100000
     9960.2499999953         0.4363323367         0.0000100000
     9960.2499999953         0.5454154209         0.0000100000
     9960.2499999953         0.6544985050         0.0000100000
     9960.2499999953         0.7635815892         0.0000100000
     9960.2499999953         0.8726646734         0.0000100000
     9960.2499999953         0.9817477576         0.0000100000
     9960.2499999953         1.0908308417         0.0000100000
     9960.2499999953         1.1999139259         0.0000779089
     9960.2499999953         1.3089970101         0.0000131060
     9960.2499999953         1.4180800943         0.0000144475
     9960.2499999953         1.5271631784         0.0000160059
     9960.2499999953         1.6362462626         0.0000178307
     9960.2499999953         1.7453293468         0.0000199859
     9960.2499999953         1.8544124310         0.0000225567
     9960.2499999953         1.9634955151         0.0000256568
     9960.2499999953         2.0725785993         0.0000294423
     9960.2499999953         2.1816616835         0.0000341306
     9960.2499999953         2.2907447677         0.0000400333
     9960.2499999953         2.3998278518         0.0000476082
     9960.2499999953         2.5089109360         0.0000575506
     9960.2499999953         2.6179940202         0.0000709582
     9960.2499999953         2.7270771044         0.0000896443
     9960.2499999953         2.8361601885         0.0001167788
     9960.2499999953         2.9452432727         0.0001583080
     9960.2499999953         3.0543263569         0.0002264493
     9960.2499999953         3.1634094411         0.0003495525
     9960.2499999953         3.2724925252         0.0006056197
     9960.2499999953         3.3815756094         0.0012703206
     9960.2499999953         3.4906586936         0.0037201224
     9960.4999999953        -3.3815756094                  NaN
     9960.4999999953        -3.2724925252                  NaN
     9960.4999999953        -3.1634094411                  NaN
     9960.4999999953        -3.0543263569                  NaN
     9960.4999999953        -2.9452432727                  NaN
     9960.4999999953        -2.8361601885                  NaN
     9960.4999999953        -2.7270771044                  NaN
     9960.4999999953        -2.6179940202                  NaN
     9960.4999999953        -2.5089109360                  NaN
     9960.4999999953        -2.3998278518                  NaN
     9960.4999999953        -2.2907447677                  NaN
     9960.4999999953        -2.1816616835                  NaN
     9960.4999999953        -2.0725785993                  NaN
     9960.4999999953        -1.9634955151                  NaN
     9960.4999999953        -1.8544124310                  NaN
     9960.4999999953        -1.7453293468                  NaN
     9960.4999999953        -1.6362462626                  NaN
     9960.4999999953        -1.5271631784                  NaN
     9960.4999999953        -1.4180800943                  NaN
     9960.4999999953        -1.3089970101                  NaN
     9960.4999999953        -1.1999139259                  NaN
     9960.4999999953        -1.0908308417                  NaN
     9960.4999999953        -0.9817477576                  NaN
     9960.4999999953        -0.8726646734                  NaN
     9960.4999999953        -0.7635815892                  NaN
     9960.4999999953        -0.6544985050                  NaN
     9960.4999999953        -0.5454154209                  NaN
     9960.4999999953        -0.4363323367                  NaN
     9960.4999999953        -0.3272492525                  NaN
     9960.4999999953        -0.2181661683                  NaN
     9960.4999999953        -0.1090830842                  NaN
     9960.4999999953         0.0000000000                  NaN
     9960.4999999953         0.1090830842         0.0000100000
     9960.4999999953         0.2181661683         0.0000100000
     9960.4999999953         0.3272492525         0.0000100000
     9960.4999999953         0.4363323367         0.0000100000
     9960.4999999953         0.5454154209         0.0000100000
     9960.4999999953         0.6544985050         0.0000100000
     9960.4999999953         0.7635815892         0.0000100000
     9960.4999999953         0.8726646734         0.0000100000
     9960.4999999953         0.9817477576         0.0000100000
     9960.4999999953         1.0908308417         0.0000100000
     9960.4999999953         1.1999139259         0.0001007882
     9960.4999999953         1.3089970101         0.0000131060
     9960.4999999953         1.4180800943         0.0000144475
     9960.4999999953         1.5271631784         0.0000160060
     9960.4999999953         1.6362462626         0.0000178307
     9960.4999999953         1.7453293468         0.0000199859
     9960.4999999953         1.8544124310         0.0000225567
     9960.4999999953         1.9634955151         0.0000256568
     9960.4999999953         2.0725785993         0.0000294422
     9960.4999999953         2.1816616835         0.0000341306
     9960.4999999953         2.2907447677         0.0000400333
     9960.4999999953         2.3998278518         0.0000476082
     9960.4999999953         2.5089109360         0.0000575506
     9960.4999999953         2.6179940202         0.0000709582
     9960.4999999953         2.7270771044         0.0000896443
     9960.4999999953         2.8361601885         0.0001167788
     9960.4999999953         2.9452432727         0.0001583080
     9960.4999999953         3.0543263569         0.0002264493
     9960.4999999953         3.1634094411         0.0003495525
     9960.4999999953         3.2724925252         0.0006056197
     9960.4999999953         3.3815756094         0.0012703206
     9960.4999999953         3.4906586936         0.0037201224
     9960.7499999953        -3.3815756094                  NaN
     9960.7499999953        -3.2724925252                  NaN
     9960.7499999953        -3.1634094411                  NaN
     9960.7499999953        -3.0543263569                  NaN
     9960.7499999953        -2.9452432727                  NaN
     9960.7499999953        -2.8361601885                  NaN
     9960.7499999953        -2.7270771044                  NaN
     9960.7499999953        -2.6179940202                  NaN
     9960.7499999953        -2.5089109360                  NaN
     9960.7499999953        -2.3998278518                  NaN
     9960.7499999953        -2.2907447677                  NaN
     9960.7499999953        -2.1816616835                  NaN
     9960.7499999953        -2.0725785993                  NaN
     9960.7499999953        -1.9634955151                  NaN
     9960.7499999953        -1.8544124310                  NaN
     9960.7499999953        -1.7453293468                  NaN
     9960.7499999953        -1.6362462626                  NaN
     9960.7499999953        -1.5271631784                  NaN
     9960.7499999953        -1.4180800943                  NaN
     9960.7499999953        -1.3089970101                  NaN
     9960.7499999953        -1.1999139259                  NaN
     9960.7499999953        -1.0908308417                  NaN
     9960.7499999953        -0.9817477576                  NaN
     9960.7499999953        -0.8726646734                  NaN
     9960.7499999953        -0.7635815892                  NaN
     9960.7499999953        -0.6544985050                  NaN
     9960.7499999953        -0.5454154209                  NaN
     9960.7499999953        -0.4363323367                  NaN
     9960.7499999953        -0.3272492525                  NaN
     9960.7499999953        -0.2181661683                  NaN
     9960.7499999953        -0.1090830842                  NaN
     9960.7499999953         0.0000000000                  NaN
     9960.7499999953         0.1090830842         0.0000100000
     9960.7499999953         0.2181661683         0.0000100000
     9960.7499999953         0.3272492525         0.0000100000
     9960.7499999953         0.4363323367         0.0000100000
     9960.7499999953         0.5454154209         0.0000100000
     9960.7499999953         0.6544985050         0.0000100000
     9960.7499999953         0.7635815892         0.0000100000
     9960.7499999953         0.8726646734         0.0000100000
     9960.7499999953         0.9817477576         0.0000100000
     9960.7499999953         1.0908308417         0.0000100000
     9960.7499999953         1.1999139259         0.0000915174
     9960.7499999953         1.3089970101         0.0000131060
     9960.7499999953         1.4180800943         0.0000144475
     9960.7499999953         1.5271631784         0.0000160059
     9960.7499999953         1.6362462626         0.0000178306
     9960.7499999953         1.7453293468         0.0000199859
     9960.7499999953         1.8544124310         0.0000225567
     9960.7499999953         1.9634955151         0.0000256568
     9960.7499999953         2.0725785993         0.0000294422
     9960.7499999953         2.1816616835         0.0000341306
     9960.7499999953         2.2907447677         0.0000400333
     9960.7499999953         2.3998278518         0.0000476082
     9960.7499999953         2.5089109360         0.0000575507
     9960.7499999953         2.6179940202         0.0000709582
     9960.7499999953         2.7270771044         0.0000896443
     9960.7499999953         2.8361601885         0.0001167788
     9960.7499999953         2.9452432727         0.0001583080
     9960.7499999953         3.0543263569         0.0002264493
     9960.7499999953         3.1634094411         0.0003495525
     9960.7499999953         3.2724925252         0.0006056197
     9960.7499999953         3.3815756094         0.0012703207
     9960.7499999953         3.4906586936         0.0037201227
     9960.9999999953        -3.3815756094                  NaN
     9960.9999999953        -3.2724925252                  NaN
     9960.9999999953        -3.1634094411                  NaN
     9960.9999999953        -3.0543263569                  NaN
     9960.9999999953        -2.9452432727                  NaN
     9960.9999999953        -2.8361601885                  NaN
     9960.9999999953        -2.7270771044                  NaN
     9960.9999999953        -2.6179940202                  NaN
     9960.9999999953        -2.5089109360                  NaN
     9960.9999999953        -2.3998278518                  NaN
     9960.9999999953        -2.2907447677                  NaN
     9960.9999999953        -2.1816616835                  NaN
     9960.9999999953        -2.0725785993                  NaN
     9960.9999999953        -1.9634955151                  NaN
     9960.9999999953        -1.8544124310                  NaN
     9960.9999999953        -1.7453293468                  NaN
     9960.9999999953        -1.6362462626                  NaN
     9960.9999999953        -1.5271631784                  NaN
     9960.9999999953        -1.4180800943                  NaN
     9960.9999999953        -1.3089970101                  NaN
     9960.9999999953        -1.1999139259                  NaN
     9960.9999999953        -1.0908308417                  NaN
     9960.9999999953        -0.9817477576                  NaN
     9960.9999999953        -0.8726646734                  NaN
     9960.9999999953        -0.7635815892                  NaN
     9960.9999999953        -0.6544985050                  NaN
     9960.9999999953        -0.5454154209                  NaN
     9960.9999999953        -0.4363323367                  NaN
     9960.9999999953        -0.3272492525                  NaN
     9960.9999999953        -0.2181661683                  NaN
     9960.9999999953        -0.1090830842                  NaN
     9960.9999999953         0.0000000000                  NaN
     9960.9999999953         0.1090830842         0.0000100000
     9960.9999999953         0.2181661683         0.0000100000
     9960.9999999953         0.3272492525         0.0000100000
     9960.9999999953         0.4363323367         0.0000100000
     9960.9999999953         0.5454154209         0.0000100000
     9960.9999999953         0.6544985050         0.0000100000
     9960.9999999953         0.7635815892         0.0000100000
     9960.9999999953         0.8726646734         0.0000100000
     9960.9999999953         0.9817477576         0.0000100000
     9960.9999999953         1.0908308417         0.0000100000
     9960.9999999953         1.1999139259         0.0000872843
     9960.9999999953         1.3089970101         0.0000131061
     9960.9999999953         1.4180800943         0.0000144475
     9960.9999999953         1.5271631784         0.0000160059
     9960.9999999953         1.6362462626         0.0000178307
     9960.9999999953         1.7453293468         0.0000199859
     9960.9999999953         1.8544124310         0.0000225567
     9960.9999999953         1.9634955151         0.0000256568
     9960.9999999953         2.0725785993         0.0000294423
     9960.9999999953         2.1816616835         0.0000341306
     9960.9999999953         2.2907447677         0.0000400333
     9960.9999999953         2.3998278518         0.0000476082
     9960.9999999953         2.5089109360         0.0000575506
     9960.9999999953         2.6179940202         0.0000709582
     9960.9999999953         2.7270771044         0.0000896443
     9960.9999999953         2.8361601885         0.0001167788
     9960.9999999953         2.9452432727         0.0001583080
     9960.9999999953         3.0543263569         0.0002264493
     9960.9999999953         3.1634094411         0.0003495525
     9960.9999999953         3.2724925252         0.0006056197
     9960.9999999953         3.3815756094         0.0012703206
     9960.9999999953         3.4906586936         0.0037201227
     9961.2499999953        -3.3815756094                  NaN
     9961.2499999953        -3.2724925252                  NaN
     9961.2499999953        -3.1634094411                  NaN
     9961.2499999953        -3.0543263569                  NaN
     9961.2499999953        -2.9452432727                  NaN
     9961.2499999953        -2.8361601885                  NaN
     9961.2499999953        -2.7270771044                  NaN
     9961.2499999953        -2.6179940202                  NaN
     9961.2499999953        -2.5089109360                  NaN
     9961.2499999953        -2.3998278518                  NaN
     9961.2499999953        -2.2907447677                  NaN
     9961.2499999953        -2.1816616835                  NaN
     9961.2499999953        -2.0725785993                  NaN
     9961.2499999953        -1.9634955151                  NaN
     9961.2499999953        -1.8544124310                  NaN
     9961.2499999953        -1.7453293468                  NaN
     9961.2499999953        -1.6362462626                  NaN
     9961.2499999953        -1.5271631784                  NaN
     9961.2499999953        -1.4180800943                  NaN
     9961.2499999953        -1.3089970101                  NaN
     9961.2499999953        -1.1999139259                  NaN
     9961.2499999953        -1.0908308417                  NaN
     9961.2499999953        -0.9817477576                  NaN
     9961.2499999953        -0.8726646734                  NaN
     9961.2499999953        -0.7635815892                  NaN
     9961.2499999953        -0.6544985050                  NaN
     9961.2499999953        -0.5454154209                  NaN
     9961.2499999953        -0.4363323367                  NaN
     9961.2499999953        -0.3272492525                  NaN
     9961.2499999953        -0.2181661683                  NaN
     9961.2499999953        -0.1090830842                  NaN
     9961.2499999953         0.0000000000                  NaN
     9961.2499999953         0.1090830842         0.0000100000
     9961.2499999953         0.2181661683         0.0000100000
     9961.2499999953         0.3272492525         0.0000100000
     9961.2499999953         0.4363323367         0.0000100000
     9961.2499999953         0.5454154209         0.0000100000
     9961.2499999953         0.6544985050         0.0000100000
     9961.2499999953         0.7635815892         0.0000100000
     9961.2499999953         0.8726646734         0.0000100000
     9961.2499999953         0.9817477576         0.0000100000
     9961.2499999953         1.0908308417         0.0000100000
     9961.2499999953         1.1999139259         0.0001069474
     9961.2499999953         1.3089970101         0.0000131060
     9961.2499999953         1.4180800943         0.0000144475
